Metabolite,e19243a_to_025_11_MG_C13_17min_R3.cdf,e19243a_to_026_09_MG_C13_17min_R1.cdf,e19243a_to_027_19_MG_C13_20min_R3.cdf,e19243a_to_028_10_MG_C13_17min_R2.cdf,e19243a_to_029_28_C13_2min_R4.cdf,e19243a_to_030_35_C13_5min_R3.cdf,e19243a_to_031_36_C13_5min_R4.cdf,e19243a_to_032_34_C13_5min_R2.cdf,e19243a_to_033_33_C13_5min_R1.cdf,e19243a_to_034_20_MG_C13_20min_R4.cdf,e19243a_to_035_12_MG_C13_17min_R4.cdf,e19243a_to_036_26_C13_2min_R2.cdf,e19243a_to_037_25_C13_2min_R1.cdf,e19243a_to_038_27_C13_2min_R3.cdf,e19243a_to_039_17_MG_C13_20min_R1.cdf,e19243a_to_040_18_MG_C13_20min_R2.cdf,e19243a_to_044_03_MG_C12_15min_R3.cdf,e19243a_to_045_29_C12_5min_R1.cdf,e19243a_to_046_16_MG_C12_20min_R4.cdf,e19243a_to_047_08_MG_C12_17min_R4.cdf,e19243a_to_048_13_MG_C12_20min_R1.cdf,e19243a_to_049_14_MG_C12_20min_R2.cdf,e19243a_to_050_06_MG_C12_17min_R2.cdf,e19243a_to_051_07_MG_C12_17min_R3.cdf,e19243a_to_052_04_MG_C12_15min_R4.cdf,e19243a_to_053_23_C12_2min_R3.cdf,e19243a_to_054_15_MG_C12_20min_R3.cdf,e19243a_to_055_01_MG_C12_15min_R1.cdf,e19243a_to_056_22_C12_2min_R2.cdf,e19243a_to_057_02_MG_C12_15min_R2.cdf,e19243a_to_058_30_C12_5min_R2.cdf,e19243a_to_059_05_MG_C12_17min_R1.cdf,e19243a_to_060_21_C12_2min_R1.cdf,e19243a_to_061_32_C12_5min_R4.cdf,e19243a_to_062_31_C12_5min_R3.cdf,e19243a_to_063_24_C12_2min_R4.cdf,QuantMasses
Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B,168775.09646750233,108354.735295931,69382.7307390022,37394.80816739839,155696.18002611102,93719.26532268834,101583.82636655946,25625.176951631976,60281.44954042157,178376.93526862387,87305.02738974267,41308.074685736865,44056.839114950366,69972.9777395873,114629.51891661723,98579.13417800254,4789.54280133131,NA,NA,NA,NA,NA,NA,NA,NA,8667.800677472293,5554.433971492759,5479.136751527714,6739.216482032689,4883.207020015803,5972.906474628883,13670.589020342288,12054.203696034274,6315.720097994694,5849.07638191371,20062.45319973279,246.0 247.0 248.0 249.0 250.0 251.0 252.0 253.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B,NA,NA,6200.412333983553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4736.141116144916,4550.432795529984,NA,NA,NA,400.0 401.0 402.0 403.0 404.0 405.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6453.800683176798,NA,NA,NA,NA,NA,NA,NA,6458.4025600443065,7022.25076350936,NA,6446.791934824019,6836.512099087653,6122.783511004716,6525.333598166059,6590.451419836484,NA,6784.375932651245,6300.659396395393,NA,400.0 401.0 402.0 403.0 404.0 405.0 
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C,1446.5831529889122,1579.9315788435601,1559.3602291143347,1420.5345994917047,1582.548675993082,1463.0468884921665,1613.5942349669378,1542.035327556301,1725.632424495307,1640.7532497987117,1812.3242485534374,1796.898435589592,1739.9840926642332,1795.4855128295142,1782.895055921549,1624.5167888810515,2632.7777597240492,936.9877238830665,811.202658750289,811.8244095508218,817.3075095645017,1261.6132086712353,1220.920806192104,799.2781831517469,1363.1816908415244,2311.6298692942205,2186.496615640399,1987.624503025429,3920.1655892954664,1978.80268208508,2253.471193424499,2186.0323725091725,2338.7551830673956,2704.290981149539,2360.09767898001,2837.4095596339953,357.0 358.0 359.0 360.0 361.0 
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D,74620.66555360015,66146.56912281242,65481.88720449781,67034.1480610277,65373.197790465216,NA,86028.74363759664,73566.06453486267,76737.40033322606,129680.96590194387,68450.8952543109,68409.87613072438,67069.01788601933,70086.66060964788,69266.68722585673,140928.25251418792,NA,NA,NA,NA,NA,58724.8108429534,58903.37320324661,NA,59447.56746424198,64584.93239685655,64045.435121830014,61771.22496947279,69324.14895108754,63920.59429909802,72900.36870531224,72106.73142952095,72347.14384173417,74469.77801321693,71155.81287623612,71474.12415564299,156.0 157.0 158.0 159.0 160.0 161.0 162.0 163.0 
Glutamic acid_ N-acetyl-_(2TMS)_MP_RI:1781_IDENT:B+C,154110.0,111369.0,152116.0,87225.0,89136.0,74495.0,157424.0,233059.0,190218.0,144079.0,NA,136744.0,NA,130337.0,NA,177273.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96510.0,73696.0,NA,276.0 277.0 278.0 279.0 280.0 281.0 282.0 283.0 
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D,8311.784261237695,2598.1792886169474,1431.5519837163522,892.3253220022335,696.4668125814255,NA,598.2001502088706,484.7207112547936,570.3753159226333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.5412788502841,NA,NA,NA,NA,NA,452.69176956250163,718.3207446362358,NA,NA,765.0362967839906,554.9953642924432,651.1739975721771,357.0 358.0 359.0 360.0 361.0 
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D,4184.455347147099,3398.9215905815977,2330.0891728613124,2319.1354186603717,7982.428242027861,NA,5422.950817868436,4594.473094014688,6718.118969654485,2450.021498749805,2369.9483913370286,8631.037253157898,10027.341718734704,11119.801482092913,NA,3383.830377156289,772.2065045868909,412.67705417354557,364.3560743281463,351.785490126267,369.13609761864996,394.64133200881776,502.7579580447528,371.90026724669696,1011.1732559268473,8835.517482420315,1824.9539631827606,1742.0493757121199,10463.361823105648,1638.667645763808,6496.168848270964,2804.9801908747827,8853.11109550168,5578.229585952063,5754.7776695647735,8425.490510144142,273.0 274.0 275.0 276.0 277.0 278.0 279.0 
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C,948.1163693863379,977.179122329453,1410.8085325051668,1155.327140857741,2621.720791305005,1339.6707401478727,2321.7838742623944,2363.905365537919,2782.016139102846,1365.8146814606866,1373.1604202766337,3596.2581967774263,3767.0994867781114,4277.798189701146,NaN,1490.1528462990689,2410.438825769734,6201.604510324437,2991.9794710114115,2082.372076138782,7186.03261723737,8347.84690338858,3814.1161296498317,3257.7181050511617,4182.304054313817,5420.496305884072,3895.617298004862,4847.000224093299,6905.394928337421,1764.0592613925262,3063.419222860966,1711.809126001679,3379.7674559914785,5140.376795129357,4760.239812753082,4231.486494318375,217.0 218.0 219.0 220.0 221.0 
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C,1667.4143218540455,1546.8957995557366,2854.3639585990463,2038.6682748154499,2880.573487264102,759.7938231788067,2706.6828561258617,2716.697369044979,2836.0605071544164,2001.2555263447834,2107.4549152474387,5344.6933592492605,8350.372867032598,12125.687843316331,NaN,2734.223814007001,15372.110579626875,2194.530031851633,4249.436489600927,1671.6593184437936,1892.7590388512658,5791.10340161734,5791.1864143546145,1979.0754141080502,4804.770604497723,2828.3923417379897,1828.4096907986366,6994.349940451731,2495.6701994351715,555.5178232054859,1017.0995224354178,736.7663430956487,2653.8213935850604,1752.806291523846,1705.6788407134006,1429.0551325365789,217.0 218.0 219.0 220.0 221.0 
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C,1392.6215891068819,1820.8429701805155,2461.82726564439,898.597964699457,2506.5984490650267,1201.9754495601303,1232.3875718009767,2891.2721079548883,2925.2334641728135,1132.680686913743,1221.8906763963005,1976.1276085469851,1505.6194601853374,593.7049005444401,2799.694853207094,1156.5397811241398,NA,NA,NA,836.373436292032,NA,674.0873007583243,457.38236231627405,1354.1329943201304,NA,614.2580216115605,1037.2198942784057,715.1135607672552,980.8357456240353,784.563402020809,1995.9960860022877,2477.836727232879,1261.2330704925819,1378.684601554171,1104.261661831994,2637.5513746612187,217.0 218.0 219.0 220.0 221.0 222.0 
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B,3222163.0,6233751.0,1.0235055E7,2730882.0,1.2745528E7,5833133.0,4392777.0,1.4366732E7,1.4016545E7,5333712.0,3451459.0,7844606.0,5923217.0,2800601.0,1.5801389E7,4539251.0,884034.0,2635067.0,1284712.0,2277809.0,2416068.0,3107944.0,238927.0,812049.0,1542501.0,4338114.0,3301391.0,2644475.0,3549752.0,5069932.0,5185798.0,9754209.0,2570231.0,6064373.0,3885244.0,1.2229955E7,217.0 218.0 219.0 220.0 221.0 222.0 
