Metabolite,e19243a_to_025_11_MG_C13_17min_R3.cdf,e19243a_to_026_09_MG_C13_17min_R1.cdf,e19243a_to_027_19_MG_C13_20min_R3.cdf,e19243a_to_028_10_MG_C13_17min_R2.cdf,e19243a_to_029_28_C13_2min_R4.cdf,e19243a_to_030_35_C13_5min_R3.cdf,e19243a_to_031_36_C13_5min_R4.cdf,e19243a_to_032_34_C13_5min_R2.cdf,e19243a_to_033_33_C13_5min_R1.cdf,e19243a_to_034_20_MG_C13_20min_R4.cdf,e19243a_to_035_12_MG_C13_17min_R4.cdf,e19243a_to_036_26_C13_2min_R2.cdf,e19243a_to_037_25_C13_2min_R1.cdf,e19243a_to_038_27_C13_2min_R3.cdf,e19243a_to_039_17_MG_C13_20min_R1.cdf,e19243a_to_040_18_MG_C13_20min_R2.cdf,e19243a_to_044_03_MG_C12_15min_R3.cdf,e19243a_to_045_29_C12_5min_R1.cdf,e19243a_to_046_16_MG_C12_20min_R4.cdf,e19243a_to_047_08_MG_C12_17min_R4.cdf,e19243a_to_048_13_MG_C12_20min_R1.cdf,e19243a_to_049_14_MG_C12_20min_R2.cdf,e19243a_to_050_06_MG_C12_17min_R2.cdf,e19243a_to_051_07_MG_C12_17min_R3.cdf,e19243a_to_052_04_MG_C12_15min_R4.cdf,e19243a_to_053_23_C12_2min_R3.cdf,e19243a_to_054_15_MG_C12_20min_R3.cdf,e19243a_to_055_01_MG_C12_15min_R1.cdf,e19243a_to_056_22_C12_2min_R2.cdf,e19243a_to_057_02_MG_C12_15min_R2.cdf,e19243a_to_058_30_C12_5min_R2.cdf,e19243a_to_059_05_MG_C12_17min_R1.cdf,e19243a_to_060_21_C12_2min_R1.cdf,e19243a_to_061_32_C12_5min_R4.cdf,e19243a_to_062_31_C12_5min_R3.cdf,e19243a_to_063_24_C12_2min_R4.cdf,QuantMasses
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D,9127.299838595341,10315.11008883161,10855.073271958134,8210.236744186817,8415.696607205362,8821.335468565265,18113.03797052417,13147.398827430583,19708.310329031294,7922.175992453499,19755.254217416994,42913.503654456865,12931.168743998276,13938.18081944234,11101.562091591928,21097.478684829945,7043.108312056056,9390.590366017535,7889.637525134162,8686.903167011778,26212.140178411675,9782.00967947317,10686.13801484433,8184.359083294874,9321.913615137282,35120.53068443346,12575.195745242905,15951.857454916082,14349.259709576545,8113.579378560395,13314.317305976025,7008.218890437685,8580.333846000982,10538.184144119425,14798.815766136786,7728.895494038986,245.0 246.0 247.0 248.0 249.0 250.0 251.0 
Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C,7984.210316049626,8427.523854444633,8204.104971335913,9709.90964353716,13273.614415526581,10381.589952403936,15739.633977141806,13475.777839598506,13207.30303119706,11245.26066468476,20180.04049671867,25132.814565855715,14577.591161254903,15692.701753499394,12544.315046325348,21046.787393785995,1945.8302818143732,NA,NA,NA,NA,NA,NA,NA,NA,13354.799879268505,6869.696463250706,5307.387235307871,9677.341254160443,6323.9436076223255,11434.185500219291,9702.180747148397,12451.124494302612,13674.102565735382,17472.769341281597,13677.583565372417,218.0 219.0 220.0 221.0 222.0 
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B,147838.56308082983,141064.03866621252,202375.80259330317,214955.1385403537,165855.34977383615,178756.32918168415,300331.4799050823,149020.3348202783,130817.93401412693,99369.69376970883,148924.52859330905,159328.98694880653,106390.10867417355,173889.10362702218,90178.86756185816,147659.93723526187,161560.32361219684,NA,NA,NA,NA,NA,NA,NA,107801.10397198648,448035.86525542213,190397.14133414836,216209.51174765566,174135.00809204823,103490.02471143696,140274.99679192438,223425.44858516086,196413.6318838416,148521.28022420238,116846.4775602487,191528.8418922082,276.0 277.0 278.0 279.0 280.0 281.0 282.0 283.0 
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D,868.2962314900874,842.8627357576071,921.6937776278521,689.0424649377333,717.1581257777694,730.8232787243321,1117.6233855518851,770.2025855889998,992.6509177475888,775.25329534925,1202.725142795695,1467.318166962231,785.1010152388809,809.829838775668,869.9592511981645,1406.0267691133213,655.909318090365,734.9347174435668,687.4934346174745,732.2463547556179,1502.2157973471603,769.3872487949967,844.360366478146,762.7085859100071,699.5514452777528,1518.7241906185154,770.2014497539946,825.4194768951729,787.9976579276367,707.9003920867578,858.347737456225,689.5119886575247,719.7130808456092,880.0681293881742,963.6779728074401,764.5404654607551,247.0 248.0 249.0 250.0 251.0 252.0 
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C,1810.3840113930416,1488.8271585374619,1882.8645407527329,1223.926215711648,1240.74892390145,1282.077405767653,2666.906258598838,1922.585157144154,2332.988025893907,1426.7339380985238,2487.7858739723533,4162.075388703875,1693.0734130527733,1858.7626714652818,1549.59828882436,3258.4060786973223,1101.2116371760355,1690.0138701048381,1607.3790104624184,1276.5819292441658,4321.770594205995,2371.519047975888,1654.0933081270782,1495.307669229497,1288.7220931733646,4316.872776604787,1414.7130608336759,2167.28654938404,1755.2887458845023,1254.2046821894696,2243.485540310053,1531.1549367176679,1346.0883422651436,2389.046965945696,2566.0040527860588,1759.450958484546,198.0 199.0 200.0 201.0 202.0 203.0 204.0 205.0 
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D,11652.564505750872,3188.755876592011,1550.9243602340555,345.68304040951637,NA,610.9341977151914,1136.0297807250947,856.9090611889073,1112.0856934996411,367.0020901643392,806.1976199152734,1040.9413838869896,229.67212291610255,431.42806589806105,434.758805760073,730.3169328691268,333.25505448772213,306.3422167678556,273.6505059285306,361.48453095022364,1174.5212712188527,396.03886497604105,366.4462195592271,193.24387375000722,299.198069426622,1019.1934428817723,324.60265832507713,348.1398996827881,283.37320392397044,233.15221254935673,484.816194185919,243.9408093596247,143.5720757388663,477.9163067281961,508.1182740013116,372.7991626865676,369.0 370.0 371.0 372.0 373.0 374.0 
Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B,170421.61466765977,119323.7767874979,106776.93405783396,39282.83006256241,141769.21608419856,82869.05506034715,185974.0039086928,36789.62015396952,103011.67408014556,164889.41274602688,210001.2304010292,119587.32491339449,45206.79987209546,75425.57037764938,113334.22737933806,264469.99685851025,4631.692939117715,NA,NA,NA,NA,NA,NA,NA,NA,13187.954461118396,5189.23383459781,5443.137223739351,6010.553699746865,4746.958771665781,5530.1804726250875,11091.930519559268,11151.692239294167,6670.01806173238,6644.035301269728,18754.29992158536,246.0 247.0 248.0 249.0 250.0 251.0 252.0 253.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B,NA,NA,7426.767520137646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4565.710818123221,4500.046560323423,NA,NA,NA,400.0 401.0 402.0 403.0 404.0 405.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6321.021911031704,NA,NA,NA,NA,NA,NA,NA,6328.124917756395,8082.243806324436,NA,6433.874147019877,6592.45986565292,6098.514754170599,6391.97899337257,6431.393997656184,NA,6918.955875504448,6445.796416946566,NA,400.0 401.0 402.0 403.0 404.0 405.0 
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C,1453.193931519403,1663.7675642831387,2004.8461866580653,1457.357519150054,1509.3306155617192,1380.000455129726,2324.2801695467674,1942.2844523888646,2441.330236784156,1574.88549311155,3298.928560336598,3912.2976181973463,1767.7754665957536,1879.491483269749,1771.2137089187293,3065.997742111129,2076.8168881633846,895.7006734543372,800.2134310765896,800.4928960334933,885.2395113516297,1135.8092645447844,1090.5434773855802,792.9915882287165,1190.7501424768593,3875.3526753266005,1787.3396802890697,1951.7287320739777,3000.32493461014,1714.1009227014333,1870.851013947029,1799.565815075762,2158.040690002841,3035.503992058137,3150.4556049073867,2667.6400275410338,357.0 358.0 359.0 360.0 361.0 
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D,74759.49579249207,66998.36075869061,69639.29121893538,67539.09220565602,64667.09229633233,NA,101715.06320781462,80068.16657562224,87199.49966985863,126175.46437760112,80684.76891425485,85144.16834449106,67326.55839498539,70991.85527097894,69144.15606366727,207493.5983168555,NA,NA,NA,NA,NA,58143.60217381344,58197.61579726004,NA,58591.41493422654,71190.20651920824,62085.366597750464,61626.31452205723,66052.92971603396,62431.67547174289,69359.64750600111,68507.63032431617,70849.39713331415,76834.83537582519,76701.69297848112,70460.579474957,156.0 157.0 158.0 159.0 160.0 161.0 162.0 163.0 
Glutamic acid_ N-acetyl-_(2TMS)_MP_RI:1781_IDENT:B+C,155619.12724289618,122930.91666704489,238318.69127800866,92173.3071604542,81084.50113575086,65550.7952834956,290738.3150117102,354356.77456012444,333479.27967060695,133151.19600800972,NA,421438.26699869044,NA,141053.64101876365,NA,478634.18885577365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113162.49907346902,110622.1871470229,NA,276.0 277.0 278.0 279.0 280.0 281.0 282.0 283.0 
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D,8384.769008420079,2841.28760619491,2123.035196504162,932.2047541070784,650.3481620804025,NA,946.5807999880616,640.8786902659435,859.7422754876583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.98253474919017,NA,NA,NA,NA,NA,393.6034702161807,580.4047340122889,NA,NA,864.6426860596118,740.1308440852306,612.6833160328146,357.0 358.0 359.0 360.0 361.0 
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D,4222.084207203324,3717.2138256857106,3466.3253441608917,2432.490675383715,7298.819317955487,NA,9673.655197007783,6795.329317890134,11441.009339232027,2288.5391147116256,5300.716293730268,25160.875239285153,10301.364570288168,11988.995676144721,NA,8522.782288233042,634.5641180626002,387.97891016440025,350.62205642512595,341.2330846921318,449.9584511793632,373.66886657517733,447.7880776714783,359.237037710274,808.0841082724053,17295.857798231562,1398.276772395759,1699.8603547296896,7517.653360752394,1347.9917744137722,4909.4830869484185,2124.839850549673,7878.831045352967,6476.084476325995,8439.447020502495,7764.476488834107,273.0 274.0 275.0 276.0 277.0 278.0 279.0 
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C,955.4553440570479,1058.020160498989,2099.5028111325314,1209.6397539920267,2402.0661475787306,1202.5512684125088,4131.771405444094,3497.061928663354,4743.033667704909,1277.1964565396652,3069.952335692586,10806.669338781685,3870.339444760794,4615.825393863317,NaN,3697.887168234873,1745.8514540817596,4705.410918015917,2245.8162218349,1571.9323480504727,17533.44393925046,6237.10378791848,2763.1968858828986,2599.9424539059664,3017.1186817339576,10878.16552108505,2845.528930710935,4708.314361015565,4915.42899287505,1419.654046750959,2319.203068166236,1296.8681751705224,3009.8315901305123,6001.983237710707,7074.310926060496,3896.025769686079,217.0 218.0 219.0 220.0 221.0 
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C,1682.2327036806817,1691.409316290749,4406.182488954073,2145.9122664226356,2632.642338971422,688.0528335322808,4902.928651215125,4067.08051575189,4888.550898017252,1860.9006926566276,4959.5201665773375,16935.795600136265,8594.332979331813,13166.867815429083,NaN,7234.565660291743,10597.982995676744,1689.2493355679267,3148.1098384442357,1261.9557614551231,4416.484376144569,4324.142020231855,4135.275419053404,1587.9869639157862,3435.3594513311787,5622.36646880234,1355.3632895563314,6786.441857946922,1804.9241733618387,469.30627190647357,795.5647649509287,579.5152038971423,2362.990496599318,2029.1294965254692,2485.764104494716,1323.9712900993675,217.0 218.0 219.0 220.0 221.0 
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C,1402.0841486910315,1965.2380299437204,3605.880581066267,925.5131465886922,2319.509516253181,1108.6950376905452,1914.3454128787334,4161.247515150507,4784.785753354217,1078.9944339000308,2363.6718139975696,5162.710921013824,1536.623526480269,607.6975489415864,2772.3937015934807,2395.3476593060436,NA,NA,NA,724.7953044790448,NA,609.9102682428111,447.5568025368923,1155.2571762041507,NA,809.6316213407803,863.9012212256182,706.4879698851527,817.0439185672388,705.3012215114759,1590.337613233014,1917.752978789401,1164.4882828395944,1542.9491417119368,1444.338777584474,2455.691137256748,217.0 218.0 219.0 220.0 221.0 222.0 
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B,3253716.137138097,6880915.916494786,1.6035163380304761E7,2885805.966236234,1.1594246764402086E7,5132780.819442949,8112794.638696738,2.1844034396825377E7,2.457300218733583E7,4929171.718031591,8416234.022079697,2.4176688980339386E7,6093490.300161796,3030873.5669133896,1.5618547993138362E7,1.2255903157264555E7,619023.1767277715,1983583.2193494437,942681.8423942315,1661774.809379398,5881070.619415106,2311751.481670089,169780.88274951378,638139.7905369385,1093526.2695473789,8784785.675432352,2367908.122097937,2566205.85057937,2505415.628967698,3956218.566899767,3843312.343836566,7082863.255737955,2272763.3821835727,7110761.620491872,5831988.01671526,1.1219215957511008E7,217.0 218.0 219.0 220.0 221.0 222.0 
